"grids","species"
"Mar.Chiquita","Pimelodella gracilis"
"Lake.Malombe","Placidochromis subocularis"
"Malawi","Placidochromis subocularis"
"Maharlu","Planiliza abu"
"Ruoshui","Platygobio gracilis"
"Shule","Platygobio gracilis"
"Tanganyika","Plecodus elaviae"
"Lake.Albert","Pollimyrus petherici"
"Tchad","Polypterus bichir"
"Tanganyika","Polypterus endlicherii"
"Tchad","Polypterus endlicherii"
"Tanganyika","Polypterus ornatipinnis"
"Lake.Albert","Polypterus senegalus"
"Tchad","Polypterus senegalus"
"Ahaggar","Pontinus accraensis"
"Billeroo.creek","Promethichthys prometheus"
"Lake.Malombe","Protomelas triaenodon"
"Malawi","Protomelas triaenodon"
"Okavango","Psenes pellucidus"
"Edward","Pseudocrenilabrus multicolor"
"George.lake","Pseudocrenilabrus multicolor"
"Kyoga","Pseudocrenilabrus multicolor"
"Lac.Bulera","Pseudocrenilabrus multicolor"
"Lake.Albert","Pseudocrenilabrus multicolor"
"Malawi","Pseudocrenilabrus multicolor"
"Naivasha","Pseudocrenilabrus multicolor"
"Tanganyika","Pseudocrenilabrus multicolor"
"Victoria.lake","Pseudocrenilabrus multicolor"
"Dead.Sea","Pseudophoxinus syriacus"
"Amu.Darya","Pseudoscaphirhynchus kaufmanni"
"Malawi","Pseudotropheus elongatus"
"Tchad","Raiamas senegalensis"
"Kyoga","Rastrineobola argentea"
"Victoria.lake","Rastrineobola argentea"
"Corangamite","Rhombosolea tapirina"
"Lake.Torrens","Rhombosolea tapirina"
"Etosha.Pan","Schilbe intermedius"
"Kyoga","Schilbe intermedius"
"Lake.Albert","Schilbe intermedius"
"Lake.Rukwa","Schilbe intermedius"
"Malawi","Schilbe intermedius"
"Okavango","Schilbe intermedius"
"Tanganyika","Schilbe intermedius"
"Tchad","Schilbe intermedius"
"Victoria.lake","Schilbe intermedius"
"Edward","Schilbe mystus"
"Kyoga","Schilbe mystus"
"Lake.Albert","Schilbe mystus"
"Natron","Schilbe mystus"
"Okavango","Schilbe mystus"
"Tchad","Schilbe mystus"
"Victoria.lake","Schilbe mystus"
"Tchad","Schilbe uranoscopus"
"Victoria.lake","Schilbe uranoscopus"
"Corangamite","Seriolella brama"
"Tchad","Siluranodon auritus"
"Bulloo","Stegastes gascoynei"
"Dead.Sea","Syngnathus pelagicus"
"Tchad","Synodontis batensoda"
"Tchad","Synodontis clarias"
"Lake.Albert","Synodontis frontosus"
"Tchad","Synodontis frontosus"
"Turkana","Synodontis frontosus"
"Victoria.lake","Synodontis khartoumensis"
"Tchad","Synodontis membranaceus"
"Lake.Albert","Synodontis nigrita"
"Tchad","Synodontis nigrita"
"Victoria.lake","Synodontis nigrita"
"Lake.Albert","Synodontis schall"
"Tchad","Synodontis schall"
"Turkana","Synodontis schall"
"Tchad","Synodontis sorex"
"George.lake","Synodontis victoriae"
"Kyoga","Synodontis victoriae"
"Tanganyika","Synodontis victoriae"
"Victoria.lake","Synodontis victoriae"
"Tanganyika","Telmatochromis dhonti"
"Great.Lakes.Mongolia","Thymallus brevirostris"
"Mar.Chiquita","Trachelyopterus striatulus"
"Titicaca","Trichomycterus areolatus"
"Mar.Chiquita","Trichomycterus barbouri"
"Titicaca","Trichomycterus dispar"
"Lake.Eyre.Basin","Trichonotus elegans"
"Tanganyika","Triglachromis otostigma"
"Guir","Winteria telescopa"
"Tanganyika","Xenotilapia sima"
"Aguanaval","Xenotoca variata"
"Cuitzeo","Xenotoca variata"
"Valle.de.Mexico","Xenotoca variata"
"Cuitzeo","Yuriria alta"
"Lake.Rukwa","Acapoeta tanganicae"
"Tanganyika","Acapoeta tanganicae"
"Van","Alburnus tarichi"
"Tanganyika","Alestes macrophthalmus"
"Tchad","Alestes macrophthalmus"
"Cuitzeo","Allotoca diazi"
"Valle.de.Mexico","Allotoca diazi"
"Cuitzeo","Allotoca dugesii"
"Tanganyika","Altolamprologus compressiceps"
"Malawi","Anguilla mossambica"
"Okavango","Anguilla mossambica"
"Malawi","Aristochromis christyi"
"Mar.Chiquita","Astyanax cordovae"
"Dorodong.creek","Atherinosoma microstoma"
"Lochaber.Swamp","Atherinosoma microstoma"
"Mosquito.creek","Atherinosoma microstoma"
"Malawi","Aulonocara rostratum"
"Tanganyika","Aulonocranus dewindti"
"Lake.Eyre.Basin","Aulopus filamentosus"
"Cuitzeo","Aztecula sallaei"
"Valle.de.Mexico","Aztecula sallaei"
"George.lake","Bagrus degeni"
"Victoria.lake","Bagrus degeni"
"Uaso.Nyiro.River","Bagrus urostigma"
"Whitewater","Bairdiella icistia"
"Tanganyika","Bathybates ferox"
"Tanganyika","Bathybates leo"
"Tanganyika","Bathybates minor"
"Tanganyika","Benthochromis tricoti"
"Avoca","Bidyanus bidyanus"
"Bulloo","Bidyanus bidyanus"
"Dorodong.creek","Bidyanus bidyanus"
"Lake.Boga","Bidyanus bidyanus"
"Lake.Eyre.Basin","Bidyanus bidyanus"
"Lake.Hindmarsh","Bidyanus bidyanus"
"Sandy.creek.1","Bidyanus bidyanus"
"Malawi","Boulengerochromis microlepis"
"Tanganyika","Boulengerochromis microlepis"
"Lake.Eyre.Basin","Bovichtus variegatus"
"Tanganyika","Brycinus kingsleyae"
"Kyoga","Brycinus sadleri"
"Lake.Albert","Brycinus sadleri"
"Tanganyika","Brycinus sadleri"
"Victoria.lake","Brycinus sadleri"
"Tanganyika","Bryconaethiops microstoma"
"Tanganyika","Callochromis melanostigma"
"Tanganyika","Callochromis pleurospilus"
"Beysehir","Capoeta caelestis"
"Malawi","Caprichromis orthognathus"
"Dead.Sea","Carasobarbus canis"
"Ziway.Hayk","Carassius cuvieri"
"Tanganyika","Cardiopharynx schoutedeni"
"Del.Carmen","Catostomus insignis"
"Santa.Maria","Catostomus insignis"
"Humboldt","Catostomus tahoensis"
"Owens","Catostomus tahoensis"
"Quinn","Catostomus tahoensis"
"Truckee","Catostomus tahoensis"
"Walker.USA","Catostomus tahoensis"
"Valle.de.Mexico","Caulolatilus cyanops"
"Ahaggar","Cepola pauciradiata"
"Ahaggar","Chaetodon hoefleri"
"Nazas","Characodon lateralis"
"Tanganyika","Chelaethiops congicus"
"Lake.Malombe","Chilotilapia rhoadesii"
"Malawi","Chilotilapia rhoadesii"
"Cuitzeo","Chirostoma arge"
"Cuitzeo","Chirostoma attenuatum"
"Cuitzeo","Chirostoma bartoni"
"Valle.de.Mexico","Chirostoma chapalae"
"Cuitzeo","Chirostoma humboldtianum"
"Valle.de.Mexico","Chirostoma humboldtianum"
"Valle.de.Mexico","Chirostoma riojai"
"Cuitzeo","Chirostoma sphyraena"
"Nazas","Chirostoma sphyraena"
"Tchad","Citharinops distichodoides"
"Edward","Clarias alluaudi"
"Kyoga","Clarias alluaudi"
"Lake.Albert","Clarias alluaudi"
"Tanganyika","Clarias alluaudi"
"Victoria.lake","Clarias alluaudi"
"Tanganyika","Clarias salae"
"Chilwa","Clarias theodorae"
"George.lake","Clarias theodorae"
"Lake.Rukwa","Clarias theodorae"
"Malawi","Clarias theodorae"
"Okavango","Clarias theodorae"
"Tanganyika","Clarias theodorae"
"Prespa","Cobitis elongata"
"Etosha.Pan","Coelorinchus occa"
"Lake.Malombe","Copadichromis chrysonotus"
"Malawi","Copadichromis chrysonotus"
"Lake.Malombe","Copadichromis virginalis"
"Malawi","Copadichromis virginalis"
"Tchad","Coptodon dageti"
"Okavango","Coptostomabarbus wittei"
"Lake.Malombe","Corematodus taeniatus"
"Malawi","Corematodus taeniatus"
"Mar.Chiquita","Corydoras paleatus"
"Tchad","Cosmocampus retropinnis"
"Avoca","Craterocephalus fluviatilis"
"Lake.Eyre.Basin","Craterocephalus fluviatilis"
"Lake.Torrens","Craterocephalus fluviatilis"
"Round.lake","Craterocephalus fluviatilis"
"Victoria.lake","Ctenochromis pectoralis"
"Malawi","Ctenopharynx intermedius"
"Edward","Ctenopoma muriei"
"George.lake","Ctenopoma muriei"
"Kyoga","Ctenopoma muriei"
"Lake.Albert","Ctenopoma muriei"
"Okavango","Ctenopoma muriei"
"Tanganyika","Ctenopoma muriei"
"Tchad","Ctenopoma muriei"
"Victoria.lake","Ctenopoma muriei"
"Tanganyika","Cunningtonia longiventralis"
"Lake.Malombe","Cyathochromis obliquidens"
"Malawi","Cyathochromis obliquidens"
"Whitewater","Cynoscion parvipinnis"
"Lake.Rukwa","Cyphomyrus discorhynchus"
"Malawi","Cyphomyrus discorhynchus"
"Okavango","Cyphomyrus discorhynchus"
"Tanganyika","Cyphomyrus discorhynchus"
"Tchad","Cyphomyrus discorhynchus"
"Casas.Grandes","Cyprinella formosa"
"Del.Carmen","Cyprinella formosa"
"Santa.Maria","Cyprinella formosa"
"Dasht.e.Lut","Cyprinion tenuiradius"
"Kor","Cyprinion tenuiradius"
"Casas.Grandes","Cyprinodon atrorus"
"Santa.Maria","Cyprinodon macrolepis"
"Lake.Eyre.Basin","Cyttus australis"
"Malawi","Dimidiochromis kiwinge"
"Tanganyika","Dinotopterus cunningtoni"
"Tchad","Distichodus brevipinnis"
"Tchad","Distichodus engycephalus"
"Tanganyika","Distichodus maculatus"
"Tchad","Distichodus maculatus"
"Lake.Malombe","Docimodus johnstoni"
"Malawi","Docimodus johnstoni"
"Lake.Eyre.Basin","Echinophryne crassispina"
"Tchad","Enteromius ablabes"
"Tchad","Enteromius baudoni"
"Tchad","Enteromius chlorotaenia"
"Malawi","Enteromius eutaenia"
"Okavango","Enteromius eutaenia"
"Tanganyika","Enteromius eutaenia"
"Okavango","Enteromius haasianus"
"Kyoga","Enteromius jacksoni"
"Tanganyika","Enteromius jacksoni"
"Victoria.lake","Enteromius jacksoni"
"Okavango","Enteromius mattozi"
"Ziway.Hayk","Enteromius pallidus"
"Tchad","Enteromius punctitaeniatus"
"Chilwa","Enteromius radiatus"
"Etosha.Pan","Enteromius radiatus"
"Kyoga","Enteromius radiatus"
"Lake.Malombe","Enteromius radiatus"
"Lake.Rukwa","Enteromius radiatus"
"Malawi","Enteromius radiatus"
"Okavango","Enteromius radiatus"
"Tanganyika","Enteromius radiatus"
"Victoria.lake","Enteromius radiatus"
"Kyoga","Enteromius trispilopleura"
"Tana.lake","Enteromius trispilopleura"
"Victoria.lake","Enteromius trispilopleura"
"Chilwa","Enteromius viviparus"
"Lake.Malombe","Enteromius viviparus"
"Malawi","Enteromius viviparus"
"Okavango","Enteromius viviparus"
"Tchad","Epiplatys bifasciatus"
"Tchad","Epiplatys spilargyreius"
"Tanganyika","Eretmodus cyanostictus"
"Bear.river","Fundulus kansae"
"Avoca","Gadopsis bispinosus"
"Avoca","Gadopsis marmoratus"
"Blue.lake.Aus","Gadopsis marmoratus"
"Corangamite","Gadopsis marmoratus"
"Cornella.creek","Gadopsis marmoratus"
"Lake.Eyre.Basin","Gadopsis marmoratus"
"Lake.Hindmarsh","Gadopsis marmoratus"
"Mccossiens.Swamp","Gadopsis marmoratus"
"Mosquito.creek","Gadopsis marmoratus"
"Red.creek","Gadopsis marmoratus"
"Reedy.lake","Gadopsis marmoratus"
"Avoca","Galaxias oliros"
"Barongarook.creek","Galaxias oliros"
"Corangamite","Galaxias oliros"
"Cornella.creek","Galaxias oliros"
"Haunted.Gully","Galaxias oliros"
"Lake.Hindmarsh","Galaxias oliros"
"Mosquito.creek","Galaxias oliros"
"Barongarook.creek","Galaxias truttaceus"
"Corangamite","Galaxias truttaceus"
"Cornella.creek","Galaxias truttaceus"
"Brakepole.Marsh","Galaxiella toourtkoourt"
"Dorodong.creek","Galaxiella toourtkoourt"
"Kearney.lake","Galaxiella toourtkoourt"
"Lake.Hindmarsh","Galaxiella toourtkoourt"
"Lochaber.Swamp","Galaxiella toourtkoourt"
"Mosquito.creek","Galaxiella toourtkoourt"
"Bolson.de.Cuatro.Cienegas","Gambusia marshi"
"Wadi.Nashu","Gambusia nicaraguensis"
"Dead.Sea","Garra ghorensis"
"Dasht.e.Lut","Garra persica"
"Daui","Garra quadrimaculata"
"Tana.lake","Garra quadrimaculata"
"Ziway.Hayk","Garra quadrimaculata"
"Wadi.SA1","Garra tibanica"
"Dead.Sea","Garra variabilis"
"Kal.e.Shur","Garra variabilis"
"Malawi","Genyochromis mento"
"Lake.Eyre.Basin","Genypterus blacodes"
"Whitewater","Gila elegans"
"Casas.Grandes","Gila nigrescens"
"Del.Carmen","Gila nigrescens"
"Nazas","Gila nigrescens"
"Santa.Maria","Gila nigrescens"
"Nazas","Gila pulchra"
"Santa.Maria","Gila pulchra"
"Tanganyika","Gnathochromis permaxillaris"
"Victoria.lake","Gnathochromis permaxillaris"
"Tanganyika","Gnathochromis pfefferi"
"Kyoga","Gnathonemus longibarbis"
"Lake.Albert","Gnathonemus longibarbis"
"Tanganyika","Gnathonemus longibarbis"
"Victoria.lake","Gnathonemus longibarbis"
"Corangamite","Gonorynchus greyi"
"Amu.Darya","Gymnodiptychus dybowskii"
"Balkhash","Gymnodiptychus dybowskii"
"Issyk.Kul","Gymnodiptychus dybowskii"
"Syr.Darya","Gymnodiptychus dybowskii"
"Tarim","Gymnodiptychus dybowskii"
"Victoria.lake","Haplochromis acidens"
"Edward","Haplochromis angustifrons"
"George.lake","Haplochromis angustifrons"
"Lake.Albert","Haplochromis avium"
"Kyoga","Haplochromis brownae"
"Victoria.lake","Haplochromis brownae"
"Victoria.lake","Haplochromis cavifrons"
"Kyoga","Haplochromis chromogynos"
"Victoria.lake","Haplochromis chromogynos"
"Victoria.lake","Haplochromis cinctus"
"Victoria.lake","Haplochromis degeni"
"Edward","Haplochromis elegans"
"George.lake","Haplochromis elegans"
"Edward","Haplochromis fuscus"
"Kyoga","Haplochromis gowersii"
"Victoria.lake","Haplochromis gowersii"
"Victoria.lake","Haplochromis granti"
"Edward","Haplochromis ishmaeli"
"George.lake","Haplochromis ishmaeli"
"Victoria.lake","Haplochromis ishmaeli"
"Edward","Haplochromis labiatus"
"Edward","Haplochromis limax"
"George.lake","Haplochromis limax"
"Edward","Haplochromis macropsoides"
"Kyoga","Haplochromis mbipi"
"Victoria.lake","Haplochromis mbipi"
"Victoria.lake","Haplochromis megalops"
"Lake.Albert","Haplochromis nigrescens"
"Victoria.lake","Haplochromis nigrescens"
"Victoria.lake","Haplochromis nigricans"
"Edward","Haplochromis nigripinnis"
"George.lake","Haplochromis nigripinnis"
"Victoria.lake","Haplochromis nuchisquamulatus"
"Kyoga","Haplochromis obesus"
"Victoria.lake","Haplochromis obesus"
"Kyoga","Haplochromis parvidens"
"Victoria.lake","Haplochromis parvidens"
"Kivu","Haplochromis paucidens"
"Tanganyika","Haplochromis paucidens"
"Kyoga","Haplochromis pellegrini"
"Victoria.lake","Haplochromis pellegrini"
"Kyoga","Haplochromis pundamilia"
"Victoria.lake","Haplochromis pundamilia"
"Victoria.lake","Haplochromis retrodens"
"Victoria.lake","Haplochromis saxicola"
"Edward","Haplochromis schubotzi"
"George.lake","Haplochromis schubotzi"
"Kyoga","Haplochromis simpsoni"
"Victoria.lake","Haplochromis simpsoni"
"Victoria.lake","Haplochromis velifer"
"Malawi","Hemitaeniochromis urotaenia"
"Malawi","Hemitilapia oxyrhyncha"
"Aguanaval","Herichthys tamasopoensis"
"Malawi","Hippopotamyrus ansorgii"
"Okavango","Hippopotamyrus ansorgii"
"Sebkhet.Safioune","Histiopterus typus"
"Lake.Albert","Hydrocynus goliath"
"Avoca","Hypseleotris klunzingeri"
"Boree.creek","Hypseleotris klunzingeri"
"Bulloo","Hypseleotris klunzingeri"
"Cornella.creek","Hypseleotris klunzingeri"
"Dorodong.creek","Hypseleotris klunzingeri"
"Lake.Boga","Hypseleotris klunzingeri"
"Lake.Bringalbert","Hypseleotris klunzingeri"
"Lake.Eyre.Basin","Hypseleotris klunzingeri"
"Lake.Hindmarsh","Hypseleotris klunzingeri"
"Mailmans.creek","Hypseleotris klunzingeri"
"Mosquito.creek","Hypseleotris klunzingeri"
"Reedy.lake","Hypseleotris klunzingeri"
"Mar.Chiquita","Jenynsia tucumana"
"Tchad","Kribia nana"
"Tanganyika","Labeo parvus"
"Tchad","Labeo parvus"
"Tanganyika","Labeobarbus aspius"
"Lake.Malombe","Labeobarbus johnstonii"
"Malawi","Labeobarbus johnstonii"
"Tanganyika","Labeobarbus tropidolepis"
"Malawi","Labeotropheus artatorostris"
"Malawi","Labeotropheus fuelleborni"
"Kivu","Lacustricola centralis"
"Kyoga","Lacustricola centralis"
"Lake.Rukwa","Lacustricola centralis"
"Tanganyika","Lacustricola centralis"
"Victoria.lake","Lacustricola centralis"
"Okavango","Lacustricola katangae"
"Okavango","Lacustricola macrurus"
"Edward","Lacustricola pumilus"
"George.lake","Lacustricola pumilus"
"Lake.Albert","Lacustricola pumilus"
"Tanganyika","Lacustricola pumilus"
"Victoria.lake","Lacustricola pumilus"
"Okavango","Lacustricola pygmaeus"
"Tanganyika","Lamprologus callipterus"
"Tanganyika","Lamprologus ocellatus"
"Tanganyika","Lepidiolamprologus attenuatus"
"Tanganyika","Lepidiolamprologus elongatus"
"Tanganyika","Lepidiolamprologus profundicola"
"Lake.Eyre.Basin","Lepidotrigla vanessa"
"Tanganyika","Lestradea stappersii"
"Malawi","Lethrinops altus"
"Malawi","Lethrinops auritus"
"Malawi","Lethrinops christyi"
"Malawi","Lethrinops longimanus"
"Tanganyika","Lobochilotes labiatus"
"Amu.Darya","Luciobarbus capito"
"Heraz","Luciobarbus capito"
"Syr.Darya","Luciobarbus capito"
"Barongarook.creek","Macquaria colonorum"
"Shule","Macrhybopsis hyostoma"
"Tchad","Marcusenius senegalensis"
"Tanganyika","Mastacembelus albomaculatus"
"Tanganyika","Mastacembelus congicus"
"Tanganyika","Mastacembelus ophidium"
"Malawi","Maylandia aurora"
"Malawi","Maylandia elegans"
"Malawi","Maylandia livingstonii"
"Malawi","Mchenga eucinostomus"
"Malawi","Melanochromis auratus"
"Tchad","Micralestes elongatus"
"Tchad","Micralestes humilis"
"Tanganyika","Micralestes vittatus"
"Tchad","Microctenopoma nanum"
"Chilwa","Micropanchax johnstoni"
"Etosha.Pan","Micropanchax johnstoni"
"Lake.Malombe","Micropanchax johnstoni"
"Malawi","Micropanchax johnstoni"
"Okavango","Micropanchax johnstoni"
"Victoria.lake","Micropanchax johnstoni"
"Tchad","Micropanchax pfaffi"
"Loukos","Minyichthys sentus"
"Billeroo.creek","Mogurnda adspersa"
"Lake.Eyre.Basin","Mogurnda adspersa"
"Lake.Hindmarsh","Mogurnda adspersa"
"Billeroo.creek","Mogurnda clivicola"
"Bulloo","Mogurnda clivicola"
"Lake.Eyre.Basin","Mogurnda clivicola"
"Lake.Eyre.Basin","Mogurnda larapintae"
"Victoria.lake","Mormyrops nigricans"
"Tchad","Mormyrus ovis"
"Cuitzeo","Moxostoma austrinum"
"Malawi","Mylochromis anaphyrmus"
"Malawi","Mylochromis guentheri"
"Malawi","Mylochromis lateristriga"
"Tchad","Nannocharax ansorgii"
"Okavango","Nannocharax machadoi"
"Avoca","Nannoperca australis"
"Barongarook.creek","Nannoperca australis"
"Blue.lake.Aus","Nannoperca australis"
"Boradilla","Nannoperca australis"
"Brakepole.Marsh","Nannoperca australis"
"Corangamite","Nannoperca australis"
"Cornella.creek","Nannoperca australis"
"Dorodong.creek","Nannoperca australis"
"Haunted.Gully","Nannoperca australis"
"Lake.Bringalbert","Nannoperca australis"
"Lake.Hindmarsh","Nannoperca australis"
"Lochaber.Swamp","Nannoperca australis"
"Lucindale","Nannoperca australis"
"Mosquito.creek","Nannoperca australis"
"Naracoorte.creek","Nannoperca australis"
"Reedy.lake","Nannoperca australis"
"Corangamite","Nannoperca obscura"
"Dorodong.creek","Nannoperca obscura"
"Haunted.Gully","Nannoperca obscura"
"Lochaber.Swamp","Nannoperca obscura"
"Mosquito.creek","Nannoperca obscura"
"Naracoorte.creek","Nannoperca obscura"
"Dorodong.creek","Neochanna cleaveri"
"Tanganyika","Neolamprologus brevis"
"Tanganyika","Neolamprologus brichardi"
"Tanganyika","Neolamprologus furcifer"
"Tanganyika","Neolamprologus modestus"
"Tanganyika","Neolamprologus mondabu"
"Tanganyika","Neolamprologus petricola"
"Tanganyika","Neolamprologus pleuromaculatus"
"Tchad","Neolebias unifasciatus"
"Lake.Malombe","Nimbochromis linni"
"Malawi","Nimbochromis linni"
"Malawi","Nimbochromis polystigma"
"Bear.river","Nimbochromis venustus"
"Malawi","Nimbochromis venustus"
"Cuitzeo","Notropis calientis"
"Malawi","Nyassachromis leuciscus"
"Okavango","Opsaridium peringueyi"
"Tanganyika","Opsaridium peringueyi"
"Bahi.Swamp","Oreochromis esculentus"
"Kyoga","Oreochromis esculentus"
"Lake.Albert","Oreochromis esculentus"
"Lake.Rukwa","Oreochromis esculentus"
"Tanganyika","Oreochromis esculentus"
"Victoria.lake","Oreochromis esculentus"
"Etosha.Pan","Oreochromis macrochir"
"Kivu","Oreochromis macrochir"
"Malawi","Oreochromis macrochir"
"Okavango","Oreochromis macrochir"
"Tanganyika","Oreochromis macrochir"
"Victoria.lake","Oreochromis macrochir"
"Chilwa","Oreochromis shiranus"
"Lake.Malombe","Oreochromis shiranus"
"Malawi","Oreochromis shiranus"
"Tanganyika","Oreochromis shiranus"
"Lake.Albert","Oreochromis urolepis"
"Lake.Magadi.1","Oreochromis urolepis"
"Victoria.lake","Oreochromis urolepis"
"Whitewater","Oreochromis urolepis"
"Kyoga","Oreochromis variabilis"
"Lake.Albert","Oreochromis variabilis"
"Tanganyika","Oreochromis variabilis"
"Victoria.lake","Oreochromis variabilis"
"Titicaca","Orestias albus"
"Titicaca","Orestias ascotanensis"
"Titicaca","Orestias cuvieri"
"Titicaca","Orestias ispi"
"Antelope.Wash","Orthodon microlepidotus"
"Humboldt","Orthodon microlepidotus"
"Truckee","Orthodon microlepidotus"
"Malawi","Otopharynx argyrosoma"
"Malawi","Otopharynx heterodon"
"Lake.Malombe","Otopharynx tetraspilus"
"Malawi","Otopharynx tetraspilus"
"Burdur","Oxynoemacheilus anatolicus"
"Humboldt","Pantosteus lahonton"
"Quinn","Pantosteus lahonton"
"Truckee","Pantosteus lahonton"
"Walker.USA","Pantosteus lahonton"
"Tchad","Paradistichodus dimidiatus"
"Tchad","Parananochromis caudifasciatus"
"Prespa","Pelasgus prespensis"
"Ahaggar","Pentanemus quinquarius"
"Tanganyika","Perissodus eccentricus"
"Tanganyika","Perissodus microlepis"
"Tchad","Petrocephalus bovei"
"Chilwa","Petrocephalus catostoma"
"George.lake","Petrocephalus catostoma"
"Kyoga","Petrocephalus catostoma"
"Lake.Albert","Petrocephalus catostoma"
"Lake.Rukwa","Petrocephalus catostoma"
"Malawi","Petrocephalus catostoma"
"Okavango","Petrocephalus catostoma"
"Tanganyika","Petrocephalus catostoma"
"Victoria.lake","Petrocephalus catostoma"
"Tanganyika","Petrochromis ephippium"
"Tanganyika","Petrochromis orthognathus"
"Burdur","Petroleuciscus borysthenicus"
"Malawi","Petrotilapia tridentiger"
"Etosha.Pan","Pharyngochromis acuticeps"
"Malawi","Pharyngochromis acuticeps"
"Okavango","Pharyngochromis acuticeps"
"Okavango","Pharyngochromis darlingi"
"Tanganyika","Phyllonemus typus"
"Lake.Malombe","Placidochromis longimanus"
"Malawi","Placidochromis longimanus"
"Edward","Platypanchax modestus"
"George.lake","Platypanchax modestus"
"Tanganyika","Plecodus paradoxus"
"Cuitzeo","Poeciliopsis infans"
"Del.Carmen","Poeciliopsis occidentalis"
"Santa.Maria","Poeciliopsis occidentalis"
"Nazas","Poeciliopsis viriosa"
"Kyoga","Polypterus palmas"
"Tchad","Poropanchax normani"
"Malawi","Protomelas fenestratus"
"Malawi","Protomelas insignis"
"Malawi","Protomelas kirkii"
"Lake.Malombe","Protomelas marginatus"
"Malawi","Protomelas marginatus"
"Malawi","Protomelas similis"
"Malawi","Protomelas taeniolatus"
"Corangamite","Prototroctes maraena"
"Lake.Eyre.Basin","Prototroctes maraena"
"Blue.lake.Aus","Pseudaphritis urvillii"
"Corangamite","Pseudaphritis urvillii"
"Lake.Eyre.Basin","Pseudaphritis urvillii"
"Tana.lake","Pseudobarbus burchelli"
"Dead.Sea","Pseudophoxinus zeregi"
"Malawi","Pseudotropheus johannii"
"Bear.river","Ptychocheilus lucius"
"Whitewater","Ptychocheilus lucius"
"Blue.lake.Aus","Pugnaso curtirostris"
"Kivu","Raiamas moorii"
"Lake.Rukwa","Raiamas moorii"
"Tanganyika","Raiamas moorii"
"Tchad","Raiamas nigeriensis"
"Bear.river","Rhinichthys luteus"
"Mar.Chiquita","Rineloricaria catamarcensis"
"Balkhash","Schizothorax argentatus"
"Tarim","Schizothorax biddulphi"
"Amu.Darya","Schizothorax curvifrons"
"Helmand","Schizothorax curvifrons"
"Sistan","Schizothorax curvifrons"
"Syr.Darya","Schizothorax curvifrons"
"Ahaggar","Scorpaena normani"
"Tanganyika","Simochromis diagramma"
"Wulagai","Siniperca chuatsi"
"Albert.lake","Siphateles bicolor"
"Antelope.Wash","Siphateles bicolor"
"Bear.river","Siphateles bicolor"
"Humboldt","Siphateles bicolor"
"Ione.Wash","Siphateles bicolor"
"Malheur.lake","Siphateles bicolor"
"Mojave","Siphateles bicolor"
"None.Given","Siphateles bicolor"
"Owens","Siphateles bicolor"
"Quinn","Siphateles bicolor"
"Truckee","Siphateles bicolor"
"Walker.USA","Siphateles bicolor"
"Warner.valley","Siphateles bicolor"
"Whitewater","Siphateles bicolor"
"Cuitzeo","Skiffia multipunctata"
"Tanganyika","Spathodus marlieri"
"Malawi","Stigmatochromis woodi"
"Santa.Maria","Syngnathus carinatus"
"Tchad","Synodontis courteti"
"Tchad","Synodontis eupterus"
"Tchad","Synodontis filamentosus"
"Tanganyika","Synodontis multipunctatus"
"Tchad","Synodontis nummifer"
"Tchad","Synodontis obesus"
"Okavango","Synodontis thamalakanensis"
"Tchad","Synodontis violaceus"
"Malawi","Taeniolethrinops laticeps"
"Malawi","Taeniolethrinops praeorbitalis"
"Corangamite","Tasmanogobius lasti"
"Tanganyika","Telmatochromis bifrenatus"
"Tanganyika","Thoracochromis fasciatus"
"Edward","Thoracochromis wingatii"
"Lake.Albert","Thoracochromis wingatii"
"Aguanaval","Thorichthys maculipinnis"
"Billeroo.creek","Trachurus declivis"
"Gairdner","Trachurus declivis"
"Malawi","Tramitichromis brevis"
"Malawi","Tramitichromis lituris"
"Tanganyika","Trematocara marginatum"
"Titicaca","Trichomycterus rivulatus"
"Dead.Sea","Tristramella simonis"
"Malawi","Tropheops macrophthalmus"
"Lake.Malombe","Tyrannochromis macrostoma"
"Malawi","Tyrannochromis macrostoma"
"Tanganyika","Variabilichromis moorii"
"Aguanaval","Vieja bifasciata"
"Tanganyika","Xenotilapia longispinis"
"Tanganyika","Xenotilapia melanogenys"
"Tanganyika","Zaireichthys brevis"
"Kerman","Acanthobrama persidis"
"Kor","Acanthobrama persidis"
"Maharlu","Acanthobrama persidis"
"Prespa","Alburnoides prespensis"
"Kor","Alburnoides qanati"
"Amu.Darya","Alburnoides taeniatus"
"Cuitzeo","Algansea tincella"
"Valle.de.Mexico","Algansea tincella"
"Lake.Eyre.Basin","Ambassis macleayi"
"En.Namous","Aphanius iberus"
"Guir","Aphanius iberus"
"Titicaca","Apistogramma linkei"
"Dead.Sea","Astatotilapia flaviijosephi"
"Mar.Chiquita","Astyanax eigenmanniorum"
"Salina.Grandes","Astyanax eigenmanniorum"
"Mar.Chiquita","Astyanax lineatus"
"Mar.Chiquita","Astyanax puka"
"Syr.Darya","Ballerus sapa"
"Namak","Barbus miliaris"
"Prespa","Barbus prespensis"
"Tanganyika","Bathybates graueri"
"Bulloo","Bidyanus welchi"
"Lake.Eyre","Bidyanus welchi"
"Lake.Eyre.Basin","Bidyanus welchi"
"Lake.Machattie","Bidyanus welchi"
"Tanganyika","Brachyalestes jacksonii"
